emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,emg9,emg10,emg11,emg12,label
2.2701042e-05,-1.6426986e-05,-4.6662088e-05,1.907592e-05,7.022223e-06,-1.904212e-06,7.263032e-05,1.6554543e-06,1.1416288e-06,-3.692683e-05,-4.630769e-07,-3.3776166e-06,6
2.924018e-05,1.3457172e-05,-2.2995346e-05,2.0083447e-05,8.164822e-06,-2.2402264e-06,8.874345e-05,-3.4428118e-05,-1.5444697e-06,-3.105211e-05,-7.9877077e-07,-2.1970375e-06,6
3.426867e-05,5.341229e-05,-2.853437e-06,2.3776563e-05,6.989982e-06,-3.5833373e-06,8.874305e-05,-5.62445e-05,-3.3913218e-06,-1.7959868e-05,-1.8058591e-06,1.1655864e-06,6
4.0807798e-05,7.255411e-05,9.231708e-06,3.5190744e-05,7.859024e-06,-2.5765587e-06,8.471427e-05,-5.6576177e-05,-3.8953785e-06,2.3498894e-06,-2.4772478e-06,1.6747773e-06,6
4.8857568e-05,6.316156e-05,1.6449225e-05,4.744417e-05,1.1340444e-05,1.4515043e-06,8.320323e-05,-3.2234006e-05,-3.2244916e-06,3.0716412e-05,-2.81294e-06,-8.373118e-07,6
5.2543248e-05,4.4033764e-05,2.0477608e-05,5.0298037e-05,1.2374932e-05,6.150964e-06,7.66567e-05,2.3469681e-06,-3.8963985e-06,5.5893797e-05,-6.3089067e-07,-2.845849e-06,6
4.884356e-05,3.212349e-05,2.2827497e-05,4.3416647e-05,9.021351e-06,4.8078523e-06,6.104631e-05,3.424236e-05,-8.0931395e-06,7.083238e-05,8.7976025e-07,-4.518682e-06,6
3.8597747e-05,2.659149e-05,2.7023727e-05,3.3178276e-05,3.7835537e-06,-8.993413e-07,3.9729046e-05,6.110228e-05,-1.2961277e-05,8.039978e-05,3.7622277e-07,-5.8558126e-06,6
2.7009139e-05,2.1730895e-05,3.0380712e-05,2.3443446e-05,-1.2104118e-06,-5.59944e-06,1.2369213e-05,7.923404e-05,-1.27939375e-05,8.912795e-05,-2.141505e-06,-4.171651e-06,6
1.5252674e-05,1.8548795e-05,3.0212863e-05,1.2533675e-05,-3.9209203e-06,-9.1245965e-06,-1.8347608e-05,6.0271126e-05,-9.605311e-06,9.248493e-05,-4.4913854e-06,1.0373494e-06,6
-1.12745265e-05,1.6541644e-05,2.7695125e-05,1.4560524e-06,-4.6020245e-06,-1.1978352e-05,-4.4868204e-05,-8.2073075e-06,-8.598726e-06,8.6778055e-05,-4.323523e-06,2.553671e-06,6
-4.6026347e-05,1.25203105e-05,2.6016633e-05,-5.08964e-06,-3.55909e-06,-1.3321469e-05,-6.601762e-05,-6.7286186e-05,-9.774179e-06,7.486076e-05,-2.4771696e-06,7.1301366e-07,6
-5.409014e-05,7.4918844e-06,2.7695125e-05,-7.4391023e-06,-1.0832478e-06,-1.4328884e-05,-8.129232e-05,-6.9632006e-05,-1.0446085e-05,6.210422e-05,-1.6379123e-06,-4.5624384e-07,6
-3.043043e-05,1.1206716e-06,3.2394903e-05,-7.774376e-06,6.1451357e-07,-1.5168453e-05,-8.532112e-05,-3.6897338e-05,-1.0110896e-05,5.6733043e-05,-1.6378995e-06,5.299758e-08,6
-2.5744973e-06,-4.2434413e-06,3.944457e-05,-6.095458e-06,7.954029e-07,-1.3993832e-05,-7.139005e-05,-1.8765551e-05,-9.272158e-06,7.016098e-05,-1.134339e-06,1.2336409e-06,6
-1.9101444e-06,-2.5578815e-06,4.0451665e-05,-3.073746e-06,1.0915252e-06,-1.1979963e-05,-4.9570077e-05,-2.8832432e-05,-8.6012715e-06,8.9799345e-05,2.0847004e-07,4.092781e-06,6
