emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,emg9,emg10,emg11,emg12,label
6.35038581619136e-07,4.20213753792161e-07,-8.119530747024612e-07,-1.4133987047123013e-07,9.879504421761741e-08,1.0140082506608323e-07,1.4427413426532012e-07,-2.1032285994738943e-06,-6.419868780058084e-07,1.6868943703254002e-07,-1.5669635573119387e-07,-2.2674695865839804e-06,4
-8.857182070597638e-07,3.803569860673949e-07,4.872968390705926e-08,-6.239852292455745e-07,-2.5802220190154967e-06,-1.3501212824274953e-06,1.495935555581787e-06,2.799233950784361e-06,-3.1340782023361697e-06,-1.7110677297741485e-06,1.0348839755562199e-06,-2.0212957214277083e-05,4
2.2424683741946524e-06,1.0010099236610285e-06,1.0871343124129085e-06,-8.986188206383023e-07,-3.981782514575285e-06,-8.066260132640917e-07,2.4518624007213334e-06,5.758573273040993e-06,-3.2006821906982797e-06,-1.4029190596975237e-06,-4.09810231279741e-08,-3.617473218755569e-05,4
6.621222471190279e-06,1.7984153864145565e-06,2.5528341100454016e-06,-2.918997397939738e-07,-3.3168521866974994e-06,-6.119448148068642e-07,1.1470692868625516e-06,2.2735393578540903e-06,-2.2759278048785376e-06,-2.6353226541897233e-06,2.2957976343220312e-07,-5.6923764219546976e-05,4
8.892873145503615e-06,1.2761618506486096e-06,5.102930647378692e-06,1.6000294719979442e-06,-1.378156505718959e-06,-2.2397769003020327e-06,6.739721526281213e-07,-5.993063205585461e-06,-2.6057580656661647e-06,-5.382160724785003e-06,9.026255504396634e-07,-7.33804680007523e-05,4
9.10642429931065e-06,-1.1012099346249159e-06,5.919804258869447e-06,2.8773571076155402e-06,1.0022992615559402e-06,-4.192328018729148e-06,2.3617964800634447e-07,-1.3522682606935576e-05,-3.5271776559751173e-06,-5.940982103638555e-06,-2.3375244467983284e-07,-7.667478049282253e-05,4
6.112229906273311e-06,-4.283123223404356e-06,3.7578593844255647e-06,2.4488861996510016e-06,3.270616702697899e-06,-3.095867642794945e-06,-8.438787584584285e-07,-1.7775326618134335e-05,-1.9023511128605201e-06,-3.2444073901909137e-06,-1.6517756412322117e-07,-6.533678738989248e-05,4
7.762583548163229e-07,-6.308082512668713e-06,2.0493432582949106e-06,1.1549861431837187e-06,3.956550248417474e-06,-3.3557268576987844e-07,1.673186185115095e-08,-2.0851591105766565e-05,2.8899263140899875e-06,4.022214044979529e-07,4.7464919740525024e-07,-1.2985428089095431e-05,4
-2.173011051286908e-06,-6.31387799296086e-06,1.573610351743626e-06,8.127803659857097e-08,2.2850317828476826e-06,-6.246200206889264e-07,-2.0574616152496295e-06,-2.3111450298061096e-05,5.662993141906911e-06,1.3913038527773142e-06,-2.642901788508938e-07,8.079966549699118e-05,4
-1.8333544409986438e-06,-3.566846601055762e-06,3.87851462190427e-07,5.852760374116699e-07,-1.217441700867375e-07,-1.5281496233976927e-06,-6.612704047261864e-06,-1.9623510566366117e-05,3.607689798700878e-06,-9.007487176629878e-07,9.938401771430797e-08,0.0001463274650251974,4
-8.954966955468378e-07,2.4539028133703523e-06,-3.4758264175242793e-07,1.599247455275446e-06,-1.0808087577811181e-06,-2.515530319501109e-07,-5.429617850636156e-06,-9.879269182275016e-06,1.4904143736350122e-06,-2.8871944863791326e-06,1.1167450538645209e-06,0.00013398338960453026,4
3.2282042145642034e-07,7.609943589567139e-06,1.046529296018398e-06,1.3959201543848339e-06,-2.0368069503580844e-07,1.305509515678903e-06,-6.101827506901705e-07,1.4063558004742025e-06,1.6116596620047747e-06,-1.802615525231633e-06,2.0029312048431845e-07,7.035959964044465e-05,4
-9.799452210560572e-08,7.354029215164248e-06,2.4965963340815256e-06,6.268254783588995e-07,9.784556073074211e-07,2.5831988031695405e-06,1.4814131984915084e-06,1.1598375723334338e-05,8.570416532708494e-07,4.474344662691957e-07,-1.4817960647308807e-06,6.565602772289992e-06,4
