emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,emg9,emg10,emg11,emg12,label
-1.1665459607319115e-06,-3.942457745601151e-07,-2.8907016635852607e-07,1.9525072537576794e-07,2.073921001827471e-07,1.5832090418611712e-07,2.414557533446586e-06,1.005097089216262e-06,6.739737456694686e-07,1.2339132410418974e-07,9.712405650231127e-08,1.2956362807489497e-06,3
1.2926704365136694e-06,-2.9845268540870565e-06,-1.4680612443753497e-06,-1.6880394903892035e-06,-8.672542048347883e-07,-1.4557162675429559e-06,3.0283963343240745e-06,1.32880343488072e-05,1.3602587056217067e-07,1.9023117111765736e-06,-7.31372492377293e-07,9.566054248062312e-08,3
-9.016833788367201e-06,-5.9363056504495765e-06,-3.3530918730047758e-06,-2.958466085117123e-06,-1.985329561387747e-06,-2.5624536725744227e-06,4.573240015314125e-06,1.1084025546952433e-05,-4.933791493898824e-07,3.392753265375265e-06,-1.5459184818181552e-06,-1.7592190876376239e-06,3
-1.6488881058093492e-05,-5.71235997950777e-06,-2.8718966325079848e-06,-2.2377999522701423e-06,-1.7402868148956979e-06,-2.806579563646722e-06,5.0574827033233225e-06,1.0510290623050556e-05,-5.031937109736885e-07,5.939020247938544e-06,-9.431499355760835e-07,-3.405251628672664e-06,3
-1.3893217342965201e-05,-2.6045090119847812e-06,-1.0891338161109852e-06,-1.3655536667786515e-06,-1.3102103966281357e-06,-1.95785572104762e-06,6.117148776627271e-06,1.726528455121115e-05,-8.769391205166104e-07,8.346493257816636e-06,-2.528002739849717e-07,-4.523114400474863e-06,3
-9.15884709489865e-06,8.631895140202463e-07,-1.0236347620598276e-06,-6.297814630491717e-07,-2.3575523771602443e-06,-2.261333034789775e-06,7.654004388614458e-06,2.176381660778228e-05,-3.239086525584403e-06,9.00670790718349e-06,6.156864908988744e-07,-3.511555513285933e-06,3
-6.538468307658651e-06,3.864473034099054e-06,-1.0814101471628412e-06,3.806409545533856e-07,-2.8429217503217377e-06,-3.776214709698418e-06,6.045815932954921e-06,2.2497891199560263e-05,-4.829880111631593e-06,9.480413464529789e-06,1.5155122987849065e-06,-1.0210373764950625e-06,3
-5.061171690846759e-06,4.863231492822277e-06,5.838705202465704e-07,3.004288369003074e-07,-1.4554938810096056e-06,-3.817175487208064e-06,3.264452152521472e-06,3.0326607442664407e-05,-4.098001393693215e-06,1.2294485854669095e-05,4.4830652406904574e-07,7.032353990164993e-07,3
-2.1452336009035264e-06,3.819817935121836e-06,3.043602811520213e-06,2.778548599135949e-07,2.316548205834247e-07,-2.781842515680205e-06,2.0553777258536655e-06,4.817319817223222e-05,-9.481768445777333e-07,1.4843897467204355e-05,-1.1981800906609477e-06,1.944543293592498e-06,3
1.8957072564760037e-06,2.8782467474806413e-06,5.00305191625378e-06,9.877865394740366e-07,1.4061109607833468e-06,-1.3191856853500932e-06,-3.704582332057448e-07,5.053199689249016e-05,4.314723728090073e-06,9.551964324031755e-06,-1.477603006866695e-06,1.9266778644551822e-06,3
