emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,emg9,emg10,emg11,emg12,label
8.059214628905637e-06,1.0451739771047112e-06,4.308792582827029e-07,-5.384827304459126e-08,-2.1441229579677556e-08,9.198507691530232e-09,-2.901748309666526e-08,1.3508904133533687e-06,-1.5753177427221377e-07,9.804209532970892e-08,-3.4269672424096255e-07,-3.956804850234023e-06,1
8.062939196744333e-06,2.5377366477840407e-06,4.407441415107626e-07,1.5557997543801737e-06,-4.287572754163155e-07,-2.9701373936155805e-06,2.2213209373053243e-06,2.591382406824154e-06,2.157202091987322e-06,7.86235818847529e-07,2.0305931219379306e-06,-7.198518606292335e-06,1
3.97454557069368e-06,3.3338651972394022e-06,-6.412647750146768e-07,4.191790654273016e-07,4.416797168135823e-07,-6.729353522248049e-07,3.4454118802192113e-06,6.069905985632269e-06,2.5197031571675034e-06,3.7824133357676993e-07,4.053600924699648e-06,-8.684937660339066e-06,1
-1.5015712315631571e-06,3.029252689279173e-06,-1.116878922061843e-06,-1.1477509655135401e-06,2.1995499689314947e-06,2.5560761406242733e-06,3.262794735018684e-06,7.704769718686835e-06,-4.1506035315318995e-08,-3.4281781606876146e-07,1.9657410081580087e-06,-7.760615842212504e-06,1
-5.332768836802255e-06,1.3547648209449716e-06,-3.48916745801999e-07,-1.4044244732016972e-06,1.914658008163736e-06,2.3981268338752944e-06,2.748689132691501e-06,6.2001944509886335e-06,-1.1064107073988184e-06,1.0429374577802353e-07,-1.7785811084650866e-06,-3.855123026425163e-06,1
-6.01466572884444e-06,4.722210261923755e-07,1.4989082450931286e-07,-1.7184037630381365e-06,1.8922489034755096e-07,9.935968377727682e-07,3.742150903455771e-07,4.296573022505066e-06,4.622403285179186e-07,1.6420069945279805e-06,-2.382011574268022e-06,-1.3149701078231993e-07,1
-3.562624664555018e-06,6.496142522771647e-07,2.905611590779661e-07,-1.8094160873335008e-06,-3.430625035071659e-07,9.104279425474984e-07,-3.745611698500802e-06,2.989422099237309e-06,1.938835402590895e-07,2.203230234800554e-06,-1.3515811713817039e-06,1.234899728783189e-06,1
9.782574956330179e-07,1.8662151129271313e-08,5.019199023356323e-07,-6.059276177711865e-07,-6.245382331561315e-07,1.0569362838270544e-06,-5.1103743327109654e-06,1.696509428148145e-06,-1.8818363267797036e-06,1.1190028426152059e-07,-1.6418954786797656e-06,3.9079577462473206e-07,1
5.965924073828544e-06,5.363155018312447e-07,-2.1780834680403284e-08,5.100961327886555e-07,-4.71884630173505e-07,8.333487285922392e-07,-2.447430401758049e-06,5.704793226153868e-07,-3.0150899695034206e-06,-2.2714690442851877e-06,-2.5099246194353545e-06,-1.9294815658834946e-06,1
8.593641591998551e-06,2.2743866852485437e-06,-2.733954158600617e-07,8.564195920814316e-07,6.863054177724454e-07,1.5042649853707398e-06,1.4769452679069986e-07,1.0299689562481789e-06,-2.6390983236040978e-06,-2.193569149538179e-06,-8.73781578031042e-07,-3.644599971013183e-06,1
7.326219717225657e-06,1.8882561002254969e-06,7.544140765716449e-07,1.2390092516265337e-06,-7.473831812846486e-08,1.7848637956411886e-06,-2.44393129394949e-07,2.3683096428790024e-06,-8.325742140771868e-07,-1.0552201732249924e-06,2.130368464342066e-06,-4.869937477569036e-06,1
3.7716421662047214e-06,5.49826320680242e-07,8.021324222086816e-07,8.857988497564893e-07,-1.6390782423811565e-06,5.032101482702529e-07,-9.922795315286839e-08,1.4924426958548719e-06,1.0302618497059072e-06,2.399098434013206e-07,2.280459225731437e-06,-4.424837051567901e-06,1
-2.2799343351948825e-09,3.1641215170707487e-07,2.0531616723125048e-07,-4.459624917710948e-07,-7.605221665212254e-07,-6.939346072248592e-07,2.5992254545396513e-06,-2.7712137859438515e-06,1.727042657892975e-06,1.7421463678602985e-06,1.0407480177217134e-06,2.64843207151602e-07,1
-3.2736002386233533e-06,-3.6334529343891893e-07,7.847331558848625e-07,-1.1593504821447713e-06,-6.233847611811904e-08,-8.70383824814813e-07,1.891910455753941e-06,-7.378650723912078e-06,9.525093726545735e-07,2.737139070102476e-06,1.4276333321185023e-06,5.197160266638091e-06,1
-6.831284015266546e-06,-1.897013254603705e-06,2.227377821688855e-08,-7.223722096379592e-07,-1.181768307274423e-06,-7.199775159029407e-07,-2.1161047330017157e-06,-7.629183575066004e-06,-1.4049728500893873e-06,3.476097975814177e-06,1.778466379434923e-06,5.932555655053538e-06,1
-1.050769455597442e-05,-2.811893977167918e-06,-2.001868634177936e-06,9.865004436264379e-08,-1.792716733489546e-06,-1.8554529945758842e-06,-1.5618957670015086e-06,-3.5812312890325816e-06,-1.869061116387902e-06,2.6396931035286582e-06,5.824130981174961e-08,6.009242059383664e-06,1
-1.0602634492921947e-05,-3.207882837499033e-06,-2.4262386130120282e-06,4.3300802482006026e-07,-4.6230057529252396e-07,-3.8910049638523625e-06,9.336031751131541e-07,-4.0077506750806234e-07,1.3699507319322187e-06,7.361380268780156e-08,-1.5774705606558575e-06,7.85230284600806e-06,1
-6.5616583280040546e-06,-3.3357249309600565e-06,-1.683343242977872e-06,1.9497661802451745e-07,2.2621021502980326e-06,-3.952665200488016e-06,6.807413634790538e-07,-1.0526180922722797e-06,3.834849917048077e-06,-1.0092789882057587e-06,-8.508710323147795e-07,8.440752629670862e-06,1
-2.123323168562977e-06,-2.824136395200667e-06,2.4636833198569386e-07,4.681859348818765e-07,3.7825697679269705e-06,-1.7858791185318736e-06,2.0843810067565925e-06,-2.408605031445572e-06,3.7888621180777164e-06,-7.005309418079865e-07,-9.702824318389612e-08,9.253548058987913e-06,1
2.072231056561572e-06,-2.5570539811911803e-06,2.0571668599934444e-06,1.442430696352201e-06,2.9868196700611574e-06,4.1434646922078994e-07,3.458607436897321e-06,-1.6438916509199172e-06,3.002102456506715e-06,-1.4436701552230065e-06,1.824424968529207e-07,1.403171862076682e-05,1
