emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,emg9,emg10,emg11,emg12,label
-4.725454099008553e-06,2.8659300680206246e-07,4.273767258470421e-06,-3.2414657354934747e-06,-2.596271697450814e-07,5.317967813737557e-07,1.4867119854240732e-06,-4.008556336230655e-06,2.2371105860125914e-06,-1.5405507538750936e-06,1.423049056126308e-07,-1.772613408248061e-07,6
1.0277856933167541e-06,2.1554298696895333e-05,1.624578702730359e-05,-3.166617738459302e-06,1.7277960604751204e-06,1.1814403242528181e-06,2.64654115119857e-05,-4.240554251341072e-05,4.0677278926071625e-07,-1.360229603024495e-05,2.6645319192835345e-07,2.502178814949726e-07,6
8.039902998276726e-06,5.246312405846644e-05,2.361140943487468e-05,7.831807173187021e-07,1.4321186834549079e-06,7.323647041739829e-07,3.531382992861629e-05,-6.567245090433566e-05,-1.4281076576834337e-06,-1.7387433990696836e-05,-1.5219254348369377e-07,3.067477052603395e-06,6
1.9115503688354913e-05,6.428457435956144e-05,2.300292940160182e-05,1.3194884749866602e-05,2.9989637779074008e-06,1.8466170000598662e-06,3.969963879023412e-05,-6.452431240316622e-05,-2.397924952172464e-06,-1.1240637301331818e-05,-8.752803030339755e-07,3.539607258810758e-06,6
3.2812322744890584e-05,4.758372756619002e-05,1.8123303825321458e-05,2.70955575542747e-05,7.142373787603458e-06,6.256934210570245e-06,4.7421846971693124e-05,-3.845487620307447e-05,-2.3300830647098957e-06,4.247151233932155e-06,-8.480624077321701e-07,1.1495892491068981e-06,6
4.1524097582603284e-05,2.3548583268426666e-05,1.193776875870734e-05,3.1504240742909584e-05,8.560642768746787e-06,1.0812042670162221e-05,4.997953502838523e-05,-3.03037259167259e-07,-3.126982885613671e-06,1.8794173813454227e-05,9.89775413781655e-07,-6.32972560088795e-07,6
4.121513754365822e-05,7.730534792134185e-06,6.560891496123944e-06,2.5862384605273936e-05,5.661282037371229e-06,9.905191412341463e-06,4.4232617099882295e-05,3.3961424786155235e-05,-6.966894570335934e-06,2.3405725076131325e-05,2.6476926273911066e-06,-2.158357201460152e-06,6
3.1570415672379036e-05,4.3428987121465045e-08,5.367265408145083e-06,1.6513023207818872e-05,7.650753289283692e-07,4.722311471060824e-06,3.255173250415915e-05,6.203560757460486e-05,-1.0723319186664748e-05,2.304751378727463e-05,1.929575016033634e-06,-3.95973425721986e-06,6
1.8960591886199542e-05,-5.5197153935293085e-06,5.703117373526649e-06,7.455852056628362e-06,-3.7073714982365217e-06,9.563208691895906e-07,1.4438979079687805e-05,8.021396706490802e-05,-9.281933784031601e-06,2.1650468841870456e-05,-5.044989031946852e-07,-2.8344826820955853e-06,6
5.6637014559237466e-06,-8.38378228684424e-06,3.7026564761112754e-06,-2.4194087447345826e-06,-5.787908140770002e-06,-1.4333691930057927e-06,-7.717817412467763e-06,5.901139464384654e-05,-4.796954741362579e-06,1.50899833074819e-05,-2.853323495452589e-06,1.0667426951128018e-06,6
-2.1464336647043565e-05,-9.05239577757428e-06,-1.3178120210863023e-07,-1.1665852158959595e-05,-5.7754761263063295e-06,-3.3456328913321265e-06,-2.739728834633311e-05,-1.0461026206823943e-05,-3.0023378718984062e-06,5.279364055228111e-07,-2.7399060392764917e-06,1.5821445114623947e-06,6
-5.341638195980172e-05,-1.0927353399797255e-05,-3.051637874507689e-06,-1.5409110068048447e-05,-3.966279444619821e-06,-3.9371036202834985e-06,-4.2516772324148365e-05,-7.078417851366092e-05,-4.0127205225991905e-06,-1.8059547242419827e-05,-9.847408825293265e-07,-1.5207324747836175e-06,6
-5.64749077976397e-05,-1.3382836893955874e-05,-3.2096956764383352e-06,-1.3877296857217566e-05,-8.507563897354097e-07,-4.87508909225634e-06,-5.386961527006218e-05,-7.074729384379038e-05,-4.862059102347488e-06,-3.4594877427122496e-05,-5.746268419357446e-07,-3.177070036101109e-06,6
-2.4368317644642354e-05,-1.6383912024551182e-05,8.872144284821917e-08,-1.0010216443711049e-05,1.1811677914088386e-06,-6.035062241223518e-06,-5.439724937010363e-05,-3.347807668820202e-05,-4.866735291851979e-06,-4.002776541693424e-05,-1.021024762475247e-06,-3.092947695953312e-06,6
