emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,emg9,emg10,emg11,emg12,label
7.1253106e-07,-1.4197978e-05,-4.523101e-06,-6.296473e-07,1.9506183e-06,-3.9345e-06,-5.4220513e-06,-8.9084126e-05,-4.872629e-06,7.6183364e-06,-3.2716116e-06,0.00010867962,2
-6.840657e-06,-1.7723223e-05,-8.551483e-06,-1.3012676e-06,-1.9721188e-06,-3.4309046e-06,-1.8178413e-05,-0.00014413898,-4.7045855e-06,6.77909e-06,-2.6002112e-06,0.00011640055,2
-8.519121e-06,-1.7220089e-05,-9.894276e-06,-1.9728857e-06,-3.8613484e-06,-4.7736526e-06,-3.68095e-05,-0.00016646323,-4.536543e-06,-3.291864e-06,-4.2787e-06,9.659421e-05,2
-6.5049035e-06,-1.4367063e-05,-9.390729e-06,-2.4766546e-06,-3.4617112e-06,-6.7877954e-06,-5.342639e-05,-0.00013960764,-7.8933335e-06,-1.4537764e-05,-5.6214894e-06,7.7459255e-05,2
-3.315741e-06,-1.3024681e-05,-7.3765377e-06,-3.316124e-06,-1.6249169e-06,-7.1234467e-06,-6.5511354e-05,-8.774253e-05,-1.1585824e-05,-2.2090979e-05,-4.4465396e-06,6.856312e-05,2
-3.483564e-06,-1.4703585e-05,-5.6980457e-06,-2.3092484e-06,-1.1416018e-06,-5.4449083e-06,-7.390363e-05,-5.2494484e-05,-1.192133e-05,-2.9308496e-05,-2.9358912e-06,5.882773e-05,2
-6.6726748e-06,-1.822883e-05,-3.683855e-06,-1.6380735e-06,-3.6610204e-06,-4.269917e-06,-7.4910546e-05,-4.0409635e-05,-1.0242643e-05,-3.451182e-05,-2.6001883e-06,4.086773e-05,2
-8.518991e-06,-2.1082678e-05,-2.50891e-06,-2.9550037e-07,-5.1661546e-06,-4.1020226e-06,-6.148242e-05,-2.866048e-05,-7.2211615e-06,-3.6861715e-05,-1.4252386e-06,1.6697315e-05,2
-4.826284e-06,-1.5040518e-05,-1.8375132e-06,3.75676e-07,-4.625935e-06,-1.4163896e-06,-3.5129902e-05,-1.1036602e-05,-4.535379e-06,-3.3840428e-05,8.541038e-08,-2.437625e-06,2
-4.6218005e-07,6.108077e-06,-8.304178e-07,-2.9594136e-07,-5.5145683e-06,5.9784685e-07,-9.95233e-06,-4.6239168e-07,-2.0174466e-06,-2.6790758e-05,1.0925094e-06,-5.4590355e-06,2
-1.9728006e-06,3.17886e-05,-1.5902077e-07,-1.3032575e-06,-6.042095e-06,-4.092029e-07,6.3292327e-06,8.801123e-07,1.6478826e-07,-2.0916033e-05,7.568164e-07,5.115343e-06,2
-6.5047097e-06,4.269839e-05,6.8022547e-07,-2.1427225e-06,-5.26943e-06,-1.0805559e-06,1.8414568e-05,8.79823e-07,3.5219682e-06,-1.5377009e-05,-5.8597345e-07,1.7032517e-05,2
-8.686728e-06,3.0277133e-05,-4.947193e-07,3.909702e-08,-3.4800566e-06,1.6050778e-06,2.613582e-05,6.2507106e-06,1.0403983e-05,-1.084508e-05,-4.1811825e-07,2.055723e-05,2
-6.8403665e-06,9.799117e-06,-1.5018146e-06,1.7173707e-06,-1.7179457e-06,5.2978053e-06,3.2514283e-05,1.7328473e-05,1.7621694e-05,-6.31315e-06,1.763928e-06,1.5018084e-05,2
-4.658307e-06,-3.2935338e-06,-4.947193e-07,7.100565e-07,2.7182438e-07,5.9692456e-06,3.8892744e-05,2.8741935e-05,1.9468232e-05,-1.9490703e-06,3.6102745e-06,6.9612015e-06,2
-3.1476447e-06,-5.811683e-06,1.0159239e-06,-6.3295636e-07,9.2233034e-07,5.9692898e-06,4.1242823e-05,3.8812606e-05,1.7286387e-05,3.4221052e-06,3.77813e-06,9.185117e-07,2
-3.8190224e-06,-3.294354e-06,6.8022547e-07,-1.3045731e-06,1.0379443e-07,3.6194456e-06,3.7382477e-05,4.2505006e-05,1.594379e-05,8.121884e-06,2.7710385e-06,-6.4669707e-06,2
-3.9868537e-06,-1.2805738e-06,1.7667774e-07,5.4155163e-07,-2.2704887e-06,-4.0889287e-07,3.5200632e-05,3.9483435e-05,1.695108e-05,1.0807472e-05,1.092552e-06,-1.3516754e-05,2
-3.147592e-06,-4.4173643e-07,2.1908686e-06,2.7233725e-06,-3.067671e-06,-3.4301356e-06,4.0572002e-05,3.4111978e-05,1.7958373e-05,1.2150266e-05,-5.8593537e-07,-1.6873853e-05,2
-3.818972e-06,5.6494804e-07,5.547853e-06,2.7231547e-06,-2.0760929e-06,-3.9336405e-06,4.2250686e-05,3.0083314e-05,1.4098036e-05,9.800377e-06,-2.5023064e-07,-1.821676e-05,2
-6.504545e-06,7.323897e-07,6.0514008e-06,3.897882e-06,-1.3034297e-06,-5.1085426e-06,3.4865516e-05,3.176153e-05,4.1951275e-06,3.2542562e-06,1.2604182e-06,-1.6706228e-05,2
-9.1901165e-06,-4.4296445e-07,6.5549484e-06,5.7440066e-06,-1.7043736e-06,-1.0311826e-05,2.8487439e-05,4.6531983e-05,-1.040756e-05,-1.2776733e-06,9.247261e-07,-1.3852902e-05,2
-9.525801e-06,-2.9611124e-06,6.5549484e-06,6.079488e-06,-4.7337985e-06,-1.3836618e-05,2.9494731e-05,7.0534144e-05,-2.4003153e-05,-3.795412e-06,4.2118506e-07,-1.4860107e-05,2
