emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,emg9,emg10,emg11,emg12,label
3.971416e-06,1.1443821e-05,1.6784924e-07,5.280574e-07,-6.775917e-07,6.015462e-06,5.7741054e-06,8.696553e-06,-1.0157755e-06,-2.8768183e-05,7.708371e-07,-8.427708e-05,4
3.4684144e-06,9.932749e-06,3.3569847e-07,6.9666766e-07,-3.3320694e-06,4.169589e-06,8.796015e-06,1.306313e-05,-3.1978086e-06,-3.0110978e-05,2.1136727e-06,-8.1759346e-05,4
7.833041e-06,9.260924e-06,1.6784924e-07,8.6527814e-07,-4.6457844e-06,4.5057554e-06,1.1817926e-05,1.6758317e-05,-3.5334992e-06,-2.8936032e-05,1.1066182e-06,-7.789881e-05,4
1.32047635e-05,9.092645e-06,1.6784924e-07,1.8731338e-06,-3.699545e-06,4.3383748e-06,1.2489944e-05,1.5753732e-05,-2.5263932e-06,-2.977528e-05,1.2745087e-06,-7.940945e-05,4
1.6394444e-05,7.749425e-06,1.6784924e-06,3.8880826e-06,-1.4863282e-06,2.6603514e-06,1.4672606e-05,1.35742075e-05,-3.533478e-06,-3.1453772e-05,1.7780991e-06,-7.6556025e-05,4
1.6898537e-05,4.559862e-06,2.1820401e-06,5.5673336e-06,1.2282725e-06,4.7877825e-07,1.6687422e-05,1.3744579e-05,-4.204861e-06,-3.1453772e-05,4.353464e-07,-6.161744e-05,4
1.3877796e-05,6.9890365e-07,5.035477e-07,5.232393e-06,3.6851595e-06,1.4863434e-06,1.8198687e-05,1.8279037e-05,-2.8620539e-06,-2.7593238e-05,2.6753867e-07,-3.241167e-05,4
8.003617e-06,-2.4906583e-06,1.6784924e-07,4.5617526e-06,4.387799e-06,4.0045506e-06,2.1220596e-05,2.2477803e-05,2.509138e-06,-2.289346e-05,9.3897586e-07,3.4560173e-05,4
4.311479e-06,-3.3303295e-06,1.1749447e-06,3.7232612e-06,2.5704062e-06,3.5014732e-06,2.0885522e-05,2.4326688e-05,5.5304417e-06,-2.054357e-05,9.977196e-08,0.00014064088,4
3.8084752e-06,-1.9879615e-06,1.5106432e-06,4.898961e-06,-1.7603179e-07,2.159148e-06,1.752916e-05,2.8525466e-05,3.8519684e-06,-2.1214968e-05,7.71209e-07,0.00021348745,4
3.976868e-06,3.2149412e-06,1.6784924e-06,6.07466e-06,-1.487516e-06,3.166715e-06,1.9543975e-05,3.524199e-05,1.8377976e-06,-2.1550666e-05,1.778346e-06,0.0002044236,4
4.4809594e-06,7.4107493e-06,3.3569847e-06,6.2432628e-06,-9.550853e-07,4.174281e-06,2.4915777e-05,4.2294218e-05,1.5021208e-06,-1.852938e-05,1.1069889e-06,0.00014030519,4
3.4744064e-06,6.7389283e-06,4.867628e-06,5.23692e-06,-8.837082e-09,5.1818456e-06,2.7601985e-05,4.800366e-05,1.5935063e-07,-1.4500998e-05,-7.3931227e-07,7.2494106e-05,4
-1.0569787e-06,2.7101244e-06,5.2033265e-06,4.2305755e-06,-3.131598e-07,5.1823163e-06,2.7602608e-05,5.052397e-05,-2.526213e-06,-1.0976164e-05,-9.071205e-07,3.1371037e-05,4
-4.9169703e-06,2.411324e-08,6.0425727e-06,2.5528345e-06,-9.557388e-07,4.511391e-06,2.8106779e-05,4.6833866e-05,-4.2046786e-06,-8.458425e-06,-6.783282e-08,1.4082568e-05,4
-6.091371e-06,5.2724056e-07,5.5390246e-06,2.2178856e-06,-1.7733633e-07,4.5118622e-06,2.9618044e-05,4.8682792e-05,-5.547445e-06,-7.787028e-06,1.00057804e-07,9.718488e-06,4
-5.2515843e-06,2.3270353e-08,4.3640803e-06,1.3793888e-06,2.1954332e-08,4.3444843e-06,3.196856e-05,6.64774e-05,-5.211717e-06,-8.9619725e-06,-2.3560165e-07,6.697201e-06,4
-2.9011535e-06,-2.3270393e-06,3.524834e-06,-1.305058e-07,-1.6277862e-06,2.834313e-06,3.264058e-05,8.83004e-05,-4.3724413e-06,-9.969067e-06,1.0013884e-07,4.0116124e-06,4
-5.507223e-07,-4.6773484e-06,1.6784924e-06,-2.8153472e-06,-4.0385144e-06,-1.8653333e-08,3.029131e-05,9.03172e-05,-6.050902e-06,-9.801218e-06,-1.0747667e-06,2.1652713e-06,4
-1.3894283e-06,-5.517015e-06,-1.6784924e-07,-2.4789015e-06,-5.5176506e-06,-1.8645234e-06,2.5927857e-05,6.346392e-05,-7.0579626e-06,-5.4371385e-06,-1.9139713e-06,-2.870206e-06,4
