emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,emg9,emg10,emg11,emg12,label
4.256038e-06,2.7549686e-06,-5.06054e-07,5.575879e-06,3.5541543e-06,1.3162851e-07,8.3925415e-06,4.498616e-05,4.5737423e-07,-3.301828e-06,-2.185149e-06,-4.6966898e-07,5
4.927593e-06,1.2439788e-06,1.3402876e-06,6.0792763e-06,2.4273993e-06,4.6747604e-07,9.7347975e-06,5.388626e-05,-5.4930223e-07,-4.6446225e-06,1.0038028e-06,-1.8124222e-06,5
5.9348454e-06,2.365373e-07,3.0187798e-06,7.4219183e-06,3.6192093e-06,4.6762568e-07,1.0237808e-05,5.8422283e-05,-1.5559802e-06,-5.14817e-06,2.010715e-06,-4.497969e-06,5
5.5993023e-06,9.075901e-07,5.032971e-06,9.2681075e-06,4.7099475e-06,1.3207739e-07,7.8873845e-06,5.8090678e-05,-7.1631564e-07,-5.651718e-06,2.0105313e-06,-3.82653e-06,5
6.7744027e-06,9.072453e-07,5.872217e-06,9.603654e-06,4.644797e-06,-8.748678e-07,5.2012597e-06,5.188435e-05,7.947445e-07,-5.651718e-06,2.1781968e-06,-3.155092e-06,5
6.9424063e-06,9.069008e-07,3.0187798e-06,6.4143655e-06,5.1277802e-06,-2.55321e-06,3.5222304e-06,3.7453417e-05,2.4736537e-06,-5.3160193e-06,3.3529586e-06,-3.4907478e-06,5
4.2569723e-06,-6.040863e-07,-4.3665864e-06,2.2179804e-06,4.171221e-06,-1.8816639e-06,3.857393e-06,1.546927e-05,3.4811649e-06,-6.658813e-06,4.3598707e-06,-1.8122128e-06,5
1.5715367e-06,-2.7864712e-06,-1.0912707e-05,1.0428823e-06,1.1412003e-06,-5.387189e-07,5.0318054e-06,-1.406809e-05,2.1387862e-06,-7.665908e-06,1.8419496e-06,-4.6937575e-07,5
-7.7820073e-07,-3.9617585e-06,-1.1584105e-05,2.5533705e-06,-1.5641644e-06,-8.7426776e-07,5.534818e-06,-4.1759107e-05,7.964078e-07,-7.1623613e-06,-2.858012e-06,-1.8121265e-06,5
-2.120844e-06,-3.2907046e-06,-9.234214e-06,3.7281593e-06,-1.2348198e-06,-1.2098155e-06,4.0236387e-06,-5.367229e-05,1.8039177e-06,-7.4980594e-06,-4.0331406e-06,-4.4976705e-06,5
-3.2956402e-06,-1.9482545e-06,-7.723571e-06,2.7209082e-06,-3.679758e-08,-2.025702e-07,1.3375201e-06,-4.4268618e-05,3.1471257e-06,-6.155265e-06,-1.3477338e-06,-4.4976264e-06,5
-5.6453796e-06,-2.1164458e-06,-6.7164756e-06,7.0655994e-07,-8.571621e-07,1.3327819e-07,-1.1807534e-06,-1.8751418e-05,3.818936e-06,-3.9732254e-06,6.66275e-07,-2.8190896e-06,5
-6.1487794e-06,-2.2846368e-06,-5.037983e-06,-4.6854004e-07,-3.099522e-06,-1.3772153e-06,-3.3633276e-06,5.255143e-06,3.1479524e-06,-2.9661298e-06,1.6254613e-07,-1.8119497e-06,5
-4.973688e-06,-1.7814316e-06,-1.177451e-06,3.7054747e-07,-3.9234214e-06,-2.5520078e-06,-4.8745023e-06,1.3483879e-05,2.4769683e-06,-4.476773e-06,3.3021342e-07,-1.3083577e-06,5
-1.1130102e-06,-7.7467604e-07,2.8509307e-06,1.8810334e-06,-1.9998336e-06,-2.04831e-06,-6.7213755e-06,1.7385586e-06,1.470285e-06,-5.651718e-06,1.0014279e-06,-1.3083122e-06,5
2.579819e-06,-9.4286605e-07,5.032971e-06,2.5522718e-06,-2.3951273e-07,-3.3968355e-08,-9.575346e-06,-3.0484367e-05,1.1349975e-06,-4.6446225e-06,-1.0129444e-06,-6.3686844e-07,5
7.3362247e-07,-2.6216997e-06,6.040066e-06,1.2093187e-06,-2.6778577e-07,1.1411274e-06,-9.240179e-06,-6.388223e-05,1.4711078e-06,-3.301828e-06,-2.1880705e-06,5.3812266e-07,5
-3.798164e-06,-2.118493e-06,6.7114634e-06,5.37761e-07,-9.791354e-07,1.1412784e-06,-4.5409315e-06,-7.4452604e-05,1.3036683e-06,-3.4696775e-06,3.2948856e-07,1.3774152e-06,5
