emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,emg9,emg10,emg11,emg12,label
-3.997724e-06,-3.7644984e-06,-6.6468374e-07,3.017476e-06,3.8150183e-06,1.8510354e-06,2.7302085e-06,-1.5623624e-05,8.1390925e-07,-2.0851357e-06,-3.9200268e-07,-1.9672598e-05,1
-1.98367e-06,-1.2466978e-06,6.700165e-09,3.856688e-06,3.4793222e-06,-1.170226e-06,4.241091e-06,-1.1763063e-05,2.829252e-06,-1.4126642e-06,1.9579038e-06,-2.2692848e-05,1
-1.6481092e-06,7.675569e-07,-3.2901156e-07,2.0103137e-06,4.150722e-06,1.0118378e-06,4.9127307e-06,-5.3847657e-06,2.934719e-06,-1.7472884e-06,3.6364115e-06,-2.4538154e-05,1
-1.648247e-06,1.7747137e-06,-1.611756e-07,-3.3960913e-07,5.997066e-06,4.200998e-06,3.9058714e-06,-6.849608e-07,1.4227358e-07,-2.2497632e-06,1.286537e-06,-2.403357e-05,1
-9.769891e-07,1.1033806e-06,1.1816048e-06,-1.1788899e-06,5.157821e-06,3.697473e-06,2.731166e-06,4.900089e-07,-1.0316076e-06,-1.5772935e-06,-3.2453754e-06,-1.9500605e-05,1
3.6566627e-07,9.3559447e-07,2.0208374e-06,-2.1860176e-06,3.3114816e-06,2.1868536e-06,-4.5773248e-07,9.935816e-07,5.8454555e-07,2.701199e-07,-4.252457e-06,-1.37926945e-05,1
1.7083223e-06,1.2713554e-06,2.3565221e-06,-2.6896005e-06,2.1365377e-06,1.5154824e-06,-5.4929724e-06,1.1614544e-06,3.0988434e-07,9.4258775e-07,-3.9167435e-06,-9.5954265e-06,1
2.3795799e-06,6.000204e-07,2.6922069e-06,-2.0182363e-06,1.6329907e-06,1.5155075e-06,-7.339078e-06,9.936284e-07,-1.5354842e-06,-1.0705329e-06,-4.4202748e-06,-6.5731037e-06,1
2.5472891e-06,7.679345e-07,2.188645e-06,-1.179025e-06,1.4651424e-06,6.7628787e-07,-5.4925003e-06,3.2225338e-07,-2.7727235e-06,-3.5872024e-06,-5.4273555e-06,-6.236368e-06,1
1.0365059e-06,2.4464896e-06,2.188631e-06,-1.1790588e-06,2.4722387e-06,1.1798605e-06,-2.8066784e-06,1.161521e-06,-2.2080917e-06,-3.753983e-06,-3.748848e-06,-5.8996316e-06,1
-1.6492228e-06,2.1108528e-06,3.3635613e-06,-1.0112436e-06,1.8008407e-06,1.0120374e-06,-3.47784e-06,3.007883e-06,-6.965647e-07,-2.74582e-06,-5.596966e-07,-7.5770863e-06,1
-3.4957059e-06,1.2716711e-06,3.8670946e-06,-1.5148245e-06,1.2234841e-07,-4.9857937e-07,-2.8062104e-06,2.6722048e-06,1.255375e-06,-1.7376574e-06,-3.918322e-07,-8.9188425e-06,1
-2.8244503e-06,1.7752814e-06,3.5313817e-06,-3.0255023e-06,1.1294438e-06,-2.0091968e-06,2.1530963e-07,-5.1691177e-07,1.6522029e-06,-5.8098973e-08,-1.7346088e-06,-7.2393113e-06,1
